"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"::1",41326,"::1",4433,20,24671,11,11005,9,13666,4.954571296,0.02122317099999993,4148296.2183172484,5151350.8513878705
"::1",41328,"::1",4433,19,24609,10,10919,9,13690,4.980758247,0.02319000399999993,3766795.3830452235,4722724.498020799
"::1",41330,"::1",4433,19,24607,10,10919,9,13688,5.010349782,0.024581477000000795,3553570.0316135264,4454736.3854497615
"::1",41332,"::1",4433,19,24575,10,10919,9,13656,5.040570424,0.023622332999999607,3697856.6003621,4624776.054084151
"::1",41334,"::1",4433,20,24680,11,11005,9,13675,5.068145333,0.021467684999999292,4101047.690983117,5096031.5469508525
"::1",41336,"::1",4433,19,24592,10,10919,9,13673,5.094162071,0.022950961999999464,3806027.825761815,4765987.586925661
"::1",41338,"::1",4433,19,24573,10,10919,9,13654,5.122510679,0.023075444999999917,3785495.7943389746,4733689.859502185
"::1",41340,"::1",4433,19,24609,10,10919,9,13690,5.149682487,0.01979853300000034,4412044.064072752,5531722.981697589
"::1",41342,"::1",4433,20,24695,11,11005,9,13690,5.174601412,0.01786401899999923,4928342.272811274,6130759.265314525
"::1",41344,"::1",4433,20,24677,11,11005,9,13672,5.197486708,0.02304756400000052,3819926.478997868,4745664.22724751
"::1",41346,"::1",4433,19,24574,10,10919,9,13655,5.226683059,0.023405190000000076,3732163.678226911,4667340.876104815
"::1",41348,"::1",4433,19,24578,10,10919,9,13659,5.255930938,0.023973769000000367,3643649.0232302924,4557981.68406471
"::1",41350,"::1",4433,20,24663,11,11005,9,13658,5.285857142,0.020077249999999935,4385062.695339266,5442179.581366988
"::1",41352,"::1",4433,19,24604,10,10919,9,13685,5.310027148,0.022324616000000574,3912810.863129639,4904003.723960904
"::1",41354,"::1",4433,19,24609,10,10919,9,13690,5.337935778,0.0215446039999998,4054472.293851435,5083407.427678922
"::1",41356,"::1",4433,19,24611,10,10919,9,13692,5.365195275,0.022172616000000644,3939634.3670046628,4940147.793115472
"::1",41358,"::1",4433,20,24694,11,11005,9,13689,5.3930332,0.02008243100000051,4383931.407507276,5453124.673999737
"::1",41360,"::1",4433,20,24679,11,11005,9,13674,5.418928167,0.022533504000000093,3907070.999698921,4854637.787358751
"::1",41362,"::1",4433,20,24692,11,11005,9,13687,5.44641483,0.02281212499999974,3859351.1126210736,4799903.560058576
"::1",41364,"::1",4433,19,24608,10,10919,9,13689,5.473206452,0.022317043999999342,3914138.449518788,4907101.496058494
"::1",41366,"::1",4433,20,24693,11,11005,9,13688,5.501754205,0.021064766999999485,4179490.805666265,5198443.448247146
"::1",41368,"::1",4433,20,24694,11,11005,9,13689,5.528397656,0.022915039999999998,3842018.1679805056,4779044.679826002
"::1",41370,"::1",4433,20,24693,11,11005,9,13688,5.556913475,0.020050931000000105,4390818.560993479,5461292.545468309
"::1",41372,"::1",4433,19,24592,10,10919,9,13673,5.582521826,0.02096529700000005,4166504.2951692883,5217383.755641513
"::1",41374,"::1",4433,20,24693,11,11005,9,13688,5.609229784,0.022404522000000426,3929563.8621523962,4887584.747400454
"::1",41376,"::1",4433,20,24680,11,11005,9,13675,5.636429594,0.01970880899999994,4467038.064045385,5550817.403527547
"::1",41378,"::1",4433,19,24593,10,10919,9,13674,5.661721583,0.025642855000000075,3406484.96433021,4265983.643396949
"::1",41380,"::1",4433,19,24575,10,10919,9,13656,5.693567077,0.023517690000000258,3714310.376571808,4645354.199328199
"::1",41382,"::1",4433,19,24573,10,10919,9,13654,5.721881842,0.020941761999999642,4171186.741593257,5215988.988892237
"::1",41384,"::1",4433,19,24572,10,10919,9,13653,5.7467911130000005,0.018167580999999267,4808124.978223767,6012027.688221366
"::1",41386,"::1",4433,19,24610,10,10919,9,13691,5.76878402,0.01822735799999986,4792356.6322667645,6008989.344478823
"::1",41388,"::1",4433,19,24591,10,10919,9,13672,5.791321874,0.018261764999999208,4783327.350888799,5989344.403457428
"::1",41390,"::1",4433,19,24592,10,10919,9,13673,5.81366407,0.017946768999999918,4867282.796140096,6094913.240372153
"::1",41392,"::1",4433,19,24611,10,10919,9,13692,5.835687017,0.0198864900000002,4392529.802896294,5508061.000206618
"::1",41394,"::1",4433,19,24610,10,10919,9,13691,5.85985953,0.018414309000000628,4743702.302377842,5947983.168958241
"::1",41396,"::1",4433,19,24589,10,10919,9,13670,5.883637875,0.020215981999999855,4320937.761024947,5409581.389615444
"::1",41398,"::1",4433,19,24587,10,10919,9,13668,5.910089654,0.019491847000000284,4481463.454951125,5609730.057905667
"::1",41400,"::1",4433,19,24590,10,10919,9,13671,5.933580543,0.020661760000000307,4227713.418411534,5293256.721595759
"::1",41402,"::1",4433,19,24588,10,10919,9,13669,5.9603014640000005,0.0216900089999994,4027292.0126498067,5041583.892381189
"::1",41404,"::1",4433,20,24692,11,11005,9,13687,5.986130311,0.019219241000000054,4580826.058635705,5697207.293461781
"::1",41406,"::1",4433,19,24593,10,10919,9,13674,6.011973726,0.022633000999999986,3859497.0238370094,4833296.300388979
"::1",41408,"::1",4433,20,24665,11,11005,9,13660,6.039228015,0.021891343000000063,4021681.08187788,4991927.630936105
"::1",41410,"::1",4433,20,24676,11,11005,9,13671,6.066861342,0.02132231700000009,4129007.1805986012,5129273.70885629
"::1",41412,"::1",4433,20,24676,11,11005,9,13671,6.093939934,0.02274987300000042,3869911.713353229,4807411.452362744
"::1",41414,"::1",4433,19,24575,9,10833,10,13742,6.122145541,0.021315021999999573,4065864.9097336954,5157677.059868961
"::1",41416,"::1",4433,19,24577,10,10919,9,13658,6.149913109,0.023256938000000282,3755954.4596970994,4698124.92083002
"::1",41418,"::1",4433,19,24607,10,10919,9,13688,6.178489296,0.019560787999999718,4465668.765491516,5598138.47990181
"::1",41420,"::1",4433,20,24661,11,11005,9,13656,6.203389648,0.024758668999999678,3555926.2091189614,4412515.066944892
"::1",41422,"::1",4433,19,24593,10,10919,9,13674,6.233099234,0.021461601000000385,4070153.014213545,5097103.426720031
"::1",41424,"::1",4433,19,24574,10,10919,9,13655,6.260147666,0.02419554200000018,3610251.8389544385,4514881.295074902
"::1",41426,"::1",4433,19,24592,10,10919,9,13673,6.290527477,0.022243922999999555,3927005.1420337027,4917477.910708564
