"Address A","Port A","Address B","Port B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.1.104",42984,"13.65.102.222",8883,28,9017,15,2128,13,6889,48469.143988369,14.970266757998616,1137.1874847122597,3681.4307247099423
"192.168.1.104",42986,"13.65.102.222",8883,29,9085,16,2194,13,6891,48514.225261624,14.968245693002245,1172.615706609204,3682.996733930731
"192.168.1.104",42988,"13.65.102.222",8883,28,9020,15,2128,13,6892,48559.30474944,14.966952138995111,1137.4393291233575,3683.8495565404983
"192.168.1.104",42990,"13.65.102.222",8883,28,9021,15,2128,13,6893,48604.384878477,14.970279046996438,1137.1865512029724,3683.565271354365
"192.168.1.104",42992,"13.65.102.222",8883,28,9021,15,2128,13,6893,48649.467605593,14.964264717993501,1137.6436009936265,3685.04574325614
"192.168.1.104",42994,"13.65.102.222",8883,28,9020,15,2128,13,6892,48694.544393176,14.970027115996345,1137.2056889468734,3683.0928610065093
"192.168.1.104",42996,"13.65.102.222",8883,28,9021,15,2128,13,6893,48739.610260906,14.974488333995396,1136.8668912280468,3682.5298314073902
"192.168.1.104",42998,"13.65.102.222",8883,28,9021,15,2128,13,6893,48784.680600512,14.97308451099525,1136.9734798129732,3682.8750922701242
"192.168.1.104",43000,"13.65.102.222",8883,28,9018,15,2128,13,6890,48829.766729252,14.9715403490045,1137.0907470540915,3681.6519018809636
"192.168.1.104",43002,"13.65.102.222",8883,28,9016,15,2128,13,6888,48874.848756372,14.966551085999527,1137.469808653853,3681.8101701164196
"192.168.1.104",43004,"13.65.102.222",8883,29,9087,16,2194,13,6893,48919.911259116,14.985099698998965,1171.2968450368408,3679.9221298263187
"192.168.1.104",43006,"13.65.102.222",8883,28,9021,15,2128,13,6893,48964.990962263,14.983303563996742,1136.1980305135664,3680.3632633129764
"192.168.1.104",43008,"13.65.102.222",8883,28,9017,15,2128,13,6889,49010.08742975,14.966580559004797,1137.4675686863782,3682.3374439287873
"192.168.1.104",43010,"13.65.102.222",8883,29,9085,16,2194,13,6891,49055.164108047,14.972284203999152,1172.2994140941967,3682.0033101746167
"192.168.1.104",43012,"13.65.102.222",8883,28,9018,15,2128,13,6890,49100.231634938,14.979886799002998,1136.4571861205955,3679.6005697231685
"192.168.1.104",43014,"13.65.102.222",8883,29,9084,16,2194,13,6890,49145.319856361,14.961727930000052,1173.1265320502282,3684.066456620817
"192.168.1.104",43016,"13.65.102.222",8883,28,9023,15,2128,13,6895,49190.394457448,14.96932273299899,1137.2592002757476,3684.86944826188
